%eval_id interface diff gb_saturation gb_sweeping crack ath EXP_39 EXP_29 EXP_42 EXP_41 EXP_3 EXP_40 EXP_38 EXP_26 EXP_1 EXP_43 EXP_7 EXP_9 EXP_8 EXP_4 EXP_19 EXP_10 EXP_17 EXP_25 EXP_45 EXP_6 EXP_2 EXP_16 EXP_13 EXP_14 EXP_11 EXP_15 EXP_12 EXP_5 EXP_18 EXP_44 EXP_28
121 NO_ID 34.9430169 3.088817107 0.7284165656 0.03902064585 6.706346827 0.1237984 0.04012717 0.2012298 0.2189953 0.01134534 0.1669259 0.1444998 0.1321125 0.02313189 0.07341599 0.1351337 0.09729715 0.140552 0.008617664 0.07548637 0.04165598 0.240706 0.1038667 0.01583957 0.02621861 0.03387702 0.1542455 0.1460421 0.2044633 0.2558562 0.1745087 0.1404022 0.02238845 0.2857343 0.1177477 0.02763679
122 NO_ID 23.65398994 1.53124999 0.3742474755 0.4479656499 4.15844487 0.2529058 0.06290428 0.3080117 0.3211823 0.06407519 0.2497461 0.2763484 0.1672354 0.09870337 0.09047444 0.2717203 0.25094 0.2856227 0.04899802 0.1451508 0.1613106 0.3453063 0.1296481 0.0254779 0.1074617 0.1465614 0.2463725 0.2512931 0.3126714 0.4032513 0.2896031 0.2212605 0.1263432 0.3926674 0.1439325 0.04530879
123 NO_ID 34.7140566 1.358160317 0.735712722 0.7155564907 7.597952263 0.2974778 0.08511943 0.349798 0.3609695 0.08966966 0.2834754 0.3189858 0.2015498 0.1573919 0.1172118 0.3259084 0.3018771 0.3450562 0.0836064 0.1819492 0.2359986 0.3861212 0.1613616 0.03989807 0.1866324 0.1915401 0.2956842 0.2965547 0.3517264 0.4490326 0.3304958 0.2594279 0.186946 0.4297148 0.1672724 0.06515718
124 NO_ID 17.4000147 1.04819619 0.3839953425 0.1195562836 0.7178208603 0.2297865 0.04362903 0.2756674 0.2892835 0.05193684 0.2029514 0.2552423 0.1371037 0.09279113 0.07063921 0.2334402 0.2040998 0.2514967 0.05024255 0.09208972 0.1347687 0.2942469 0.1014437 0.01154267 0.1028561 0.1245016 0.1972102 0.196417 0.2655118 0.3543372 0.2407045 0.1807737 0.091735 0.343453 0.1173099 0.02744516
125 NO_ID 28.3443822 4.04898571 0.6369478643 0.6405862922 2.72226029 0.260452 0.07010226 0.3211912 0.3340364 0.07037862 0.2487934 0.2848524 0.1723356 0.09799515 0.09290749 0.2760638 0.2398351 0.303863 0.04734662 0.1586377 0.1531303 0.3584944 0.1343294 0.0283547 0.09088907 0.1488882 0.265142 0.2645498 0.326866 0.4232072 0.3073808 0.2259446 0.139441 0.40337 0.1490159 0.0483975
126 NO_ID 31.8663899 7.50962059 0.6611325405 0.4604637816 7.005766439 0.2339879 0.07194432 0.3090026 0.3260283 0.05740478 0.2345975 0.2589948 0.159789 0.07826632 0.08476494 0.2435231 0.2231604 0.2630571 0.03882967 0.1718136 0.1321407 0.3579421 0.1278173 0.03205992 0.07621944 0.1123425 0.2645442 0.2635783 0.3335843 0.4075372 0.3082764 0.2397306 0.11501 0.4048447 0.1550354 0.05016122
127 NO_ID 32.75862228 2.921398055 0.9097204963 0.0218493697 0.1391183565 0.1155333 0.02770145 0.1921898 0.2062391 0.005460029 0.1252077 0.1370013 0.1186837 0.01797814 0.06254635 0.1272945 0.08558805 0.133478 0.004573289 0.05084904 0.03328954 0.2225661 0.08797319 0.005780009 0.01776438 0.02977087 0.1335672 0.1277941 0.1841712 0.2391296 0.1584171 0.1066036 0.01536215 0.2691081 0.103407 0.01471317
128 NO_ID 33.30336579 9.457442471 0.7947618114 0.05194737603 7.735697504 0.1118317 0.0225845 0.1307325 0.1668845 0.01207803 0.05231224 0.1361401 0.06034801 0.0161064 0.0332066 0.06371284 0.0487539 0.05647676 0.008393638 0.07141563 0.0275753 0.14061 0.05241179 0.01455948 0.01646418 0.01994455 0.08890082 0.08559864 0.1362726 0.1282042 0.1015607 0.1337014 0.01720666 0.1727642 0.07536878 0.02037559
129 NO_ID 32.39322327 0.2531734656 0.5905778438 0.5990033251 2.650694715 0.3394755 0.07867014 0.3564468 0.3708991 0.2059829 0.3126029 0.3598646 0.193878 0.2831286 0.112146 0.3567137 0.3268987 0.3696403 0.2506809 0.1719957 0.2879969 0.3775915 0.1505325 0.03364486 0.2669131 0.3019846 0.2921695 0.3232723 0.3595829 0.4616899 0.3260579 0.3050572 0.2803183 0.4203503 0.1591913 0.0583424
130 NO_ID 7.017361123 3.687459061 0.1486206616 0.6390197835 8.570329875 0.2301232 0.05184294 0.2740288 0.2849766 0.05611698 0.1989934 0.2535878 0.1227399 0.07126652 0.06270473 0.2081477 0.1719617 0.2384713 0.03699173 0.1049328 0.1065281 0.2870299 0.09746131 0.02262934 0.06561854 0.1037454 0.1957546 0.1945681 0.2563536 0.3624526 0.2399669 0.1605179 0.09939022 0.3370116 0.1032907 0.04008308
131 NO_ID 26.80116606 9.180805339 0.9114871588 0.3855939844 8.130499964 0.2144229 0.05881864 0.2941997 0.3137973 0.05159913 0.2164292 0.241477 0.1400301 0.07012516 0.0728209 0.2164523 0.1882241 0.2356476 0.03310078 0.1677454 0.1134776 0.3446141 0.1134745 0.02956184 0.06409398 0.09158383 0.2504008 0.2476578 0.3257233 0.388202 0.2989152 0.2356693 0.09274832 0.3935188 0.1468183 0.04654127
132 NO_ID 10.468959 0.8264627327 0.10007285 0.7123385688 0.958660408 0.269948 0.04782816 0.2949887 0.3043779 0.072915 0.2217863 0.2922797 0.1338798 0.1354177 0.06833079 0.2627122 0.237374 0.289193 0.07171441 0.09695097 0.1651405 0.2995647 0.09973184 0.01508807 0.1283346 0.1625524 0.2027777 0.2091521 0.269643 0.3934869 0.2543013 0.1706802 0.1518984 0.3488219 0.1088346 0.03260242
133 NO_ID 10.85955387 0.5263322815 0.294706847 0.4685825109 9.871523872 0.2794425 0.06436116 0.307424 0.3190847 0.1020615 0.2422327 0.3029957 0.1513349 0.1725128 0.0817383 0.2773018 0.2545678 0.3016574 0.1192042 0.1289997 0.1971813 0.3296002 0.119571 0.02655968 0.1720179 0.1875755 0.2363308 0.2387652 0.2972608 0.3968921 0.276056 0.2086221 0.1754186 0.3776062 0.1231913 0.04901567
134 NO_ID 32.53884387 6.978025094 0.7185147195 0.3673078613 9.460945184 0.214104 0.0621128 0.2945412 0.313592 0.0515323 0.2172779 0.2410619 0.1502427 0.06957311 0.08158337 0.2190093 0.1941605 0.2369567 0.03326651 0.1733327 0.1162997 0.3498057 0.1241007 0.03284388 0.06646328 0.09127083 0.2552548 0.2508463 0.3308484 0.3946087 0.3012386 0.2451238 0.09246141 0.3914469 0.1560794 0.04993281
135 NO_ID 24.27413549 6.607207312 0.9478415113 0.8640489285 6.229763689 0.2907501 0.07741138 0.3359153 0.3456517 0.08293606 0.2657166 0.315282 0.1802847 0.1550656 0.1014057 0.3015163 0.2416315 0.3306003 0.06148938 0.169966 0.1916922 0.3640135 0.1432254 0.03354892 0.1140521 0.1944453 0.2763322 0.2730075 0.3323048 0.4323628 0.3148251 0.2311442 0.1689527 0.4066872 0.1472369 0.05839925
136 NO_ID 35.60541268 5.554437186 0.4845490703 0.2444748916 2.238370024 0.1701507 0.03935785 0.2351397 0.2562324 0.03220059 0.1437746 0.2052147 0.1275842 0.0454176 0.06625348 0.1816388 0.1465929 0.1723387 0.02028253 0.1380699 0.06558735 0.2859112 0.1001556 0.01852251 0.03514284 0.05662773 0.1971778 0.1962829 0.2753895 0.3252251 0.2263533 0.2237148 0.05833925 0.3281827 0.1404576 0.02874647
137 NO_ID 31.64185535 6.26685876 0.1313031306 0.7394280063 4.956040834 0.2767797 0.07481162 0.3316188 0.3434782 0.07797322 0.2611938 0.3002875 0.184172 0.1261041 0.1022171 0.2958763 0.2407364 0.3191758 0.05623288 0.1575328 0.1801442 0.3590924 0.1467315 0.03429361 0.1046921 0.1743009 0.2704595 0.2710139 0.3293924 0.4287979 0.3104985 0.2314528 0.1606485 0.4026728 0.1554513 0.05678563
138 NO_ID 21.29020995 2.163592307 0.8202544023 0.3391117682 0.4387316839 0.2145801 0.04851754 0.2791549 0.2941651 0.04305868 0.2000214 0.2389265 0.1449426 0.06667656 0.07361686 0.2239438 0.2076551 0.2412527 0.02470954 0.1366279 0.1062204 0.3247652 0.1091832 0.01610867 0.05816277 0.09077186 0.2237511 0.2270442 0.2939644 0.3655937 0.2684115 0.2073877 0.08514731 0.371809 0.1312271 0.03187415
139 NO_ID 3.031547107 1.994827861 0.4368697468 0.5337152253 4.651655044 0.2072776 0.03531715 0.2401909 0.2495817 0.03938552 0.160573 0.2308817 0.08855121 0.04979014 0.04014803 0.1588267 0.1266711 0.1893773 0.02384997 0.08995788 0.06602627 0.2644012 0.06703998 0.01316963 0.04225742 0.06726874 0.1675279 0.1601489 0.2273575 0.3004175 0.2162653 0.1299111 0.06230358 0.3144335 0.07220325 0.02534271
140 NO_ID 35.0144721 9.26006358 0.5142500413 0.9383241275 1.355705702 0.30374 0.07563004 0.343405 0.3523198 0.08405626 0.2731888 0.3280821 0.1865809 0.1597534 0.1088853 0.3141337 0.2462192 0.3414506 0.06650413 0.1625039 0.2022417 0.3608482 0.1466419 0.03261712 0.1181237 0.2026567 0.2739797 0.2753463 0.3326212 0.4466196 0.3152523 0.2334505 0.1839117 0.4031264 0.1538099 0.0556746
141 NO_ID 14.90849238 1.232172331 0.985897191 0.9866640804 6.801495807 0.3067537 0.07177371 0.3351365 0.3428755 0.08834759 0.2627185 0.3269878 0.1666767 0.1668315 0.09196747 0.3118899 0.2693653 0.3345942 0.09133822 0.1574911 0.2078843 0.360041 0.1297354 0.02848811 0.1533346 0.1917286 0.2666059 0.261453 0.3248557 0.4264965 0.3097432 0.2191396 0.1855166 0.4053248 0.1322954 0.05366703
142 NO_ID 17.69660584 4.212419878 0.1975207862 0.1098604048 2.756459438 0.1175694 0.02373295 0.1819145 0.2038904 0.01533829 0.1054231 0.1442425 0.09406318 0.02253291 0.04487726 0.1115509 0.08850612 0.1159778 0.009438436 0.07438356 0.03637183 0.2185155 0.07041092 0.008989847 0.01719715 0.02715913 0.1305298 0.1320008 0.2046879 0.2398456 0.1635555 0.1559034 0.02466833 0.2645042 0.09777768 0.01583014
143 NO_ID 12.03420892 9.508283348 0.5064297776 0.7731752142 4.064764554 0.2613664 0.05743485 0.3017051 0.3118948 0.06925519 0.228721 0.2860961 0.1422804 0.09433129 0.07260356 0.2522153 0.1941839 0.285562 0.04650073 0.1277211 0.1371942 0.3210357 0.1102353 0.0209877 0.08394346 0.1442054 0.2299147 0.2262185 0.291288 0.3904226 0.2752088 0.1867612 0.131294 0.3656498 0.1157329 0.04239578
144 NO_ID 5.024543703 1.901803852 0.4290481154 0.6953242554 8.60683405 0.2424442 0.05157212 0.2757639 0.2847787 0.0569944 0.1983161 0.2657712 0.1177622 0.07193303 0.05914287 0.2129626 0.1760875 0.2456149 0.03658611 0.1114891 0.1104359 0.2978447 0.09273838 0.02158952 0.06916702 0.1070148 0.2020243 0.1937133 0.2603557 0.3581349 0.2487952 0.1575381 0.09955195 0.3467446 0.09375861 0.0392496
145 NO_ID 15.97709941 3.107184515 0.7566287126 0.1049081578 7.089691889 0.1375709 0.03742228 0.2124808 0.2318053 0.01811517 0.1865506 0.1620519 0.1128811 0.02689115 0.05653992 0.1377723 0.1122997 0.1505684 0.01165876 0.09505507 0.04479365 0.2563716 0.08743687 0.01484965 0.02805595 0.03825916 0.165082 0.1578081 0.2330709 0.2769612 0.1954702 0.169938 0.03412178 0.3019413 0.1062551 0.02639101
146 NO_ID 19.67572774 1.48856559 0.1164767314 0.1398453118 4.763511021 0.2068908 0.0481288 0.2670275 0.2823645 0.03825106 0.1932443 0.2325147 0.1421964 0.06252435 0.07550043 0.2170682 0.1875544 0.2316718 0.03198605 0.09862418 0.1068644 0.2916079 0.1089763 0.01703394 0.0731096 0.09275211 0.1957412 0.1943081 0.2641318 0.3489301 0.2353927 0.1880444 0.0664501 0.3407167 0.1253984 0.03307465
147 NO_ID 1.666411037 2.722782326 0.4065986429 0.5184855592 3.410264859 0.1798388 0.02663293 0.2099895 0.2193277 0.03094247 0.1336032 0.2030777 0.06737711 0.03784513 0.02878603 0.1075055 0.08709296 0.1431441 0.01800032 0.07523997 0.04671067 0.2324886 0.05065222 0.009697229 0.03015747 0.04866061 0.1410541 0.1317109 0.1970285 0.2609026 0.1843307 0.1072104 0.04574327 0.2821836 0.05541139 0.01893093
148 NO_ID 5.759912389 7.20672527 0.1644082929 0.5388559366 0.3999131232 0.2039754 0.03062375 0.2477427 0.2592865 0.04121932 0.1708844 0.2266704 0.09009396 0.05381188 0.04033677 0.1625235 0.1215329 0.1929286 0.02543711 0.077737 0.06674542 0.2510741 0.0669571 0.009540441 0.03896479 0.06938045 0.1591991 0.1627719 0.2270366 0.3265956 0.2093815 0.1328935 0.06991081 0.2996795 0.0832416 0.02063605
149 NO_ID 4.662433062 7.446607795 0.3188567627 0.1752732999 3.103547663 0.09972837 0.01799447 0.1474261 0.1726463 0.01768175 0.07847854 0.1278945 0.05143511 0.02230809 0.02037778 0.07884716 0.06180358 0.08640812 0.01042186 0.06283146 0.03443699 0.1790176 0.03986714 0.008045163 0.01814552 0.03262402 0.1073226 0.1089764 0.1791527 0.2129018 0.1423243 0.1249426 0.03002905 0.2212466 0.06408233 0.01383504
150 NO_ID 36.48086483 3.15425981 0.4959438953 0.3152063304 4.198213629 0.201355 0.0573235 0.279182 0.2959827 0.04343171 0.1963725 0.2275485 0.1623965 0.06255513 0.08859687 0.2251583 0.202992 0.2288457 0.02739484 0.1552869 0.1055609 0.3328122 0.1283051 0.02565742 0.05665689 0.08138096 0.2357732 0.2346313 0.3024994 0.3607135 0.2644528 0.2348808 0.08018326 0.3779194 0.1548391 0.04131998
151 NO_ID 25.55640388 1.605696829 0.705557177 0.5321319406 1.849478429 0.2632479 0.063407 0.3173592 0.3293178 0.06779056 0.2457221 0.2868298 0.1703644 0.1036107 0.09188524 0.2840293 0.2604303 0.2936906 0.05287365 0.1525197 0.1717387 0.3545135 0.130889 0.02474782 0.1113557 0.1588311 0.2559784 0.2598757 0.320468 0.4254261 0.2986611 0.2242945 0.1371114 0.4010785 0.145041 0.04463549
152 NO_ID 2.241465118 4.965784594 0.6690503615 0.6624130634 3.89379349 0.2153581 0.03492009 0.2484944 0.2572985 0.04220814 0.1704966 0.2372256 0.0824643 0.05238743 0.03623578 0.1463331 0.1105117 0.1885932 0.02514133 0.09658635 0.06849879 0.2749549 0.06222962 0.01200748 0.04120171 0.06590142 0.179359 0.1656632 0.2365137 0.3064306 0.2282854 0.1309017 0.06493585 0.3241877 0.06391033 0.02464242
153 NO_ID 0.4952071906 4.704153278 0.9216791433 0.2933524774 2.908188482 0.1348979 0.01847834 0.1817579 0.196279 0.01966958 0.1027539 0.1568831 0.04253236 0.021134 0.01344677 0.05977459 0.04853446 0.0898938 0.009781111 0.08240739 0.03159234 0.2386228 0.03141245 0.00619145 0.01855926 0.02705149 0.1421288 0.1167834 0.2101036 0.176993 0.1757426 0.116907 0.02426399 0.2868102 0.03444045 0.01273151
154 NO_ID 19.42959226 8.408568085 0.9963735707 0.4128812752 0.5138048759 0.2107667 0.04292796 0.28385 0.3002835 0.04703547 0.2036608 0.2373378 0.1209017 0.06198943 0.05754154 0.2005266 0.1649981 0.2223531 0.02898038 0.1422037 0.08999242 0.3232339 0.0918826 0.0164132 0.04690001 0.07983133 0.2261809 0.2269018 0.3057062 0.3745366 0.2772884 0.2063425 0.089486 0.37315 0.125232 0.03014701
155 NO_ID 3.618162177 1.580778786 0.8652603119 0.5243963637 1.212473444 0.2287196 0.03494781 0.261866 0.2712448 0.04232293 0.1919286 0.2518708 0.09315123 0.05515537 0.03931047 0.1770204 0.1500353 0.2200807 0.0245988 0.1050612 0.07445382 0.2972231 0.06735664 0.009161414 0.04580394 0.08482534 0.193667 0.1829141 0.2578205 0.3370975 0.2461751 0.1466141 0.06889589 0.3472071 0.07359335 0.02215263
156 NO_ID 23.87892535 9.935006881 0.9178301096 0.5956660539 6.333348195 0.253168 0.06818619 0.3184867 0.3316768 0.06940382 0.2459881 0.2778368 0.1643873 0.09491193 0.08483751 0.2637238 0.2266144 0.2960722 0.04637203 0.1671395 0.1476177 0.3599348 0.1324015 0.03049407 0.08793523 0.13808 0.2679972 0.2662726 0.3293416 0.4110119 0.3081069 0.2290917 0.1358435 0.4023228 0.1446892 0.05455436
157 NO_ID 11.14824344 5.765490035 0.6718317485 0.004549014187 0.131413375 0.04068079 0.002647097 0.09172129 0.1033992 0.0006001186 0.04248722 0.05531156 0.04324472 0.0008952022 0.0152311 0.03981556 0.01704949 0.04255248 0.0003640597 0.01016791 0.001078326 0.1200377 0.02894998 0.0003578825 0.000622834 0.00129003 0.04821661 0.04237834 0.08421237 0.1120475 0.06511845 0.02541608 0.0009158909 0.1635379 0.03609438 0.0008859814
158 NO_ID 9.333475998 6.691884215 0.4202356507 0.4082732866 7.121407605 0.1991336 0.04475642 0.266966 0.2829002 0.04532316 0.1831155 0.2237126 0.109055 0.05888641 0.05302479 0.1840173 0.1478401 0.2024017 0.02830346 0.1188864 0.08366571 0.2991648 0.08738126 0.01969369 0.04988122 0.07565183 0.2005428 0.1977984 0.2738915 0.3471822 0.2512532 0.1782416 0.07859356 0.344267 0.1080789 0.03460234
159 NO_ID 2.483999076 2.047565092 0.2616911726 0.3809418676 8.34217487 0.1729588 0.03486899 0.2115003 0.2233489 0.03160619 0.1373089 0.1971589 0.08123659 0.03878308 0.03856562 0.1309346 0.1073634 0.1541595 0.01968991 0.08080733 0.05247403 0.2336281 0.06456715 0.01651007 0.03637167 0.05176014 0.1453724 0.1398714 0.2019852 0.2787777 0.1853175 0.1214939 0.04662109 0.2819875 0.07047039 0.02754571
160 NO_ID 23.58763383 8.578989396 0.53483636 0.4518506217 3.201660321 0.2231668 0.05919555 0.2941222 0.3112882 0.05249441 0.2184973 0.2490102 0.1383482 0.07148331 0.06910595 0.2215501 0.1988131 0.242821 0.03345257 0.1467798 0.1087714 0.3340093 0.1072298 0.02296612 0.06068617 0.09491011 0.238658 0.2390194 0.3128924 0.3890139 0.2889127 0.2153485 0.09588809 0.3822999 0.1373606 0.03857656
161 NO_ID 39.44533896 4.888921431 0.8493523645 0.6882986419 7.385954279 0.2766496 0.08272538 0.3402047 0.3534071 0.07930284 0.2711253 0.3016873 0.1975326 0.1272684 0.111918 0.3091194 0.2623539 0.3291166 0.05424425 0.1882084 0.1870449 0.3834716 0.1598217 0.0406694 0.1119007 0.1758652 0.2951913 0.2927528 0.3503361 0.4384882 0.3296083 0.2544512 0.1630381 0.4258788 0.1688016 0.06650914
162 NO_ID 21.95792986 3.303409981 0.1207443232 0.3441692864 7.352726972 0.2019204 0.05537169 0.2744366 0.2905735 0.0458902 0.1908527 0.2261765 0.1478483 0.06423037 0.07814372 0.215733 0.1952062 0.2250631 0.02920097 0.1354928 0.102018 0.318629 0.1174216 0.02516735 0.05741291 0.08427898 0.2230065 0.2201896 0.2899515 0.3671413 0.2544789 0.213151 0.08573409 0.3639163 0.1400186 0.04149543
163 NO_ID 31.92347915 1.682555097 0.9772568055 0.4995163192 6.835416545 0.2640146 0.07606023 0.3272044 0.3400871 0.07062978 0.2579165 0.2878565 0.1879243 0.1104604 0.1057715 0.2943749 0.2733345 0.3032681 0.05573002 0.1780852 0.1892837 0.3745921 0.1494554 0.03434271 0.1214316 0.1637027 0.2784 0.2805627 0.336372 0.424733 0.3102926 0.2487358 0.1412988 0.4200256 0.1608056 0.05722278
164 NO_ID 28.47727016 2.83732802 0.7679931752 0.8378719364 3.347917858 0.2906178 0.07519273 0.3388788 0.3477669 0.08097903 0.2659174 0.3140938 0.1843551 0.1497417 0.1037602 0.3122144 0.2623913 0.3335809 0.05953209 0.1644239 0.1992231 0.36648 0.1440724 0.0316452 0.1153692 0.1968106 0.2749641 0.2733806 0.3333938 0.445577 0.3162688 0.2306837 0.1732273 0.4110918 0.1517375 0.05493162
165 NO_ID 12.75533727 0.9887574948 0.5249824167 0.5672717036 3.531358826 0.2693579 0.05611859 0.3052897 0.3155679 0.073166 0.2322856 0.291909 0.1461263 0.1282564 0.0756245 0.2705951 0.2481421 0.2929352 0.06800628 0.127985 0.1714646 0.3312614 0.1113783 0.01950519 0.1315488 0.163362 0.2341771 0.2335562 0.2975017 0.4074425 0.2799766 0.1967881 0.144303 0.3791008 0.1204152 0.03946675
166 NO_ID 3.796544524 2.298669545 0.3490006139 0.911765776 0.4653300026 0.242514 0.03446057 0.2573006 0.2640546 0.04795389 0.1788745 0.2649909 0.09458863 0.06605725 0.04451514 0.184095 0.1373886 0.2247454 0.03212649 0.08044084 0.08633338 0.2588331 0.06850967 0.009770314 0.05389288 0.09426769 0.1643884 0.1616742 0.2256638 0.3344003 0.2158083 0.1245767 0.087842 0.3093097 0.07269388 0.02278718
167 NO_ID 25.22428976 9.011607381 0.1710270927 0.4555452811 3.711427032 0.2242508 0.0604861 0.2963205 0.3123489 0.05314888 0.2199816 0.2503049 0.1410339 0.07284262 0.07124647 0.2253486 0.2009228 0.2456891 0.03548636 0.1410702 0.1124861 0.3315103 0.1110619 0.02440691 0.06213161 0.09611565 0.2368262 0.2376392 0.3108918 0.3917128 0.2867595 0.2148042 0.09706014 0.3796978 0.1402103 0.03998206
168 NO_ID 2.795682049 8.106813101 0.7522141675 0.3516327437 1.022877247 0.1634601 0.0220389 0.219615 0.2370277 0.02695544 0.1200346 0.1861056 0.06124625 0.03412234 0.02309578 0.1081919 0.08305558 0.1412673 0.0147754 0.08911824 0.04403424 0.2414836 0.04505711 0.006572009 0.0254369 0.04410549 0.152519 0.1389548 0.2290568 0.2706399 0.2082911 0.1325955 0.04205455 0.2997274 0.06215224 0.01458759
169 NO_ID 28.69371514 2.398913891 0.6225190468 0.4646120938 9.704030215 0.2434005 0.07474348 0.315467 0.3296559 0.06393874 0.2430591 0.2679931 0.1811559 0.09201601 0.1009183 0.2652134 0.2498662 0.2841012 0.04425832 0.1736483 0.1553733 0.3655439 0.1458317 0.03531471 0.09386947 0.1334484 0.2713909 0.2615338 0.328016 0.4156496 0.3016931 0.2419512 0.1277364 0.4132071 0.1589441 0.05756834
170 NO_ID 31.38193352 7.056990789 0.7584950776 0.3609851345 4.3699954 0.2081258 0.05169267 0.2861624 0.3046059 0.04739934 0.2074531 0.2354091 0.1379748 0.06314568 0.07236779 0.2043682 0.1797074 0.2237679 0.02990291 0.159039 0.10081 0.3358256 0.1108769 0.02513299 0.05279401 0.0808378 0.2394195 0.2373738 0.3201869 0.3869658 0.2900506 0.2321956 0.08512067 0.3783621 0.1472269 0.03943046
171 NO_ID 29.39845387 1.966709666 0.579868358 0.9584478284 1.102087122 0.3059837 0.07227448 0.3443004 0.3524532 0.08743721 0.2722139 0.3294438 0.1847372 0.1611213 0.1055886 0.3234345 0.2756958 0.3437985 0.06816051 0.1559484 0.2172344 0.3627823 0.1421578 0.02954498 0.133998 0.2015809 0.2699879 0.2707875 0.3314753 0.4462166 0.3149861 0.2278424 0.193506 0.4076789 0.1508019 0.05251486
172 NO_ID 0.6000040835 3.172020561 0.6957629521 0.2070826132 8.487623447 0.1253537 0.02557815 0.1752103 0.1882832 0.01838218 0.1012622 0.1490131 0.04910635 0.02144711 0.02069536 0.0620534 0.0507643 0.0850599 0.01057181 0.07688833 0.03133694 0.2267589 0.04100921 0.01350133 0.02124752 0.02489528 0.1328477 0.1114411 0.1902794 0.1683881 0.1743964 0.1127304 0.02379655 0.2757441 0.04148046 0.02115862
173 NO_ID 32.1979046 5.978989542 0.4722093072 0.6508843003 2.041526171 0.2630215 0.06709672 0.3238498 0.3365896 0.07120844 0.251805 0.287378 0.1748202 0.0999661 0.09367177 0.2852203 0.2338576 0.3056347 0.04811649 0.1586046 0.1527181 0.3573814 0.1367712 0.02934675 0.0901544 0.1505389 0.2664065 0.2679616 0.3284499 0.4238125 0.3085636 0.2288469 0.1452368 0.4017977 0.1519938 0.05151567
174 NO_ID 2.961098363 3.933501234 0.4830025935 0.8197949397 8.041227908 0.2336939 0.04610407 0.2591108 0.2669645 0.05222715 0.1839406 0.2568611 0.1006686 0.06486556 0.04997524 0.1788407 0.1355895 0.220078 0.03368942 0.1027502 0.09410501 0.2775061 0.07914977 0.01915323 0.05931328 0.0918283 0.1856769 0.1744671 0.2395889 0.3306949 0.2302918 0.1393242 0.08522882 0.326465 0.07697363 0.03508716
175 NO_ID 2.582694819 2.425901042 0.8567481298 0.3071076137 4.724920664 0.1765658 0.03071206 0.227713 0.2408521 0.02773212 0.1453279 0.2001638 0.07718436 0.03404312 0.03155683 0.1202076 0.100004 0.1568528 0.01583878 0.09886041 0.0474867 0.275089 0.05796459 0.01112484 0.03027806 0.04638304 0.1736634 0.1599078 0.239964 0.2863477 0.2205716 0.1426136 0.0405537 0.3250315 0.06637774 0.02147188
176 NO_ID 37.18475764 6.211686927 0.8274661359 0.1959414956 3.614657282 0.1586324 0.03617732 0.2060922 0.2380288 0.02760786 0.1229527 0.1960784 0.1175679 0.04416207 0.06152633 0.1419137 0.1273679 0.1473254 0.0176933 0.1368795 0.05682225 0.2647093 0.09364851 0.01832845 0.031555 0.04784173 0.1828235 0.1803346 0.2582194 0.2901837 0.1920543 0.2241567 0.04973639 0.3060045 0.1351913 0.02755362
177 NO_ID 39.86308977 0.6157831414 0.3786509069 0.4014881891 1.22870155 0.3072196 0.07334649 0.3426473 0.3572596 0.1378081 0.2895291 0.3297476 0.1937335 0.2095927 0.1121403 0.3264877 0.3078582 0.3433499 0.167414 0.1627606 0.2464929 0.3710974 0.1506479 0.03176353 0.2243034 0.2341874 0.2818903 0.2985455 0.3447537 0.4385897 0.3163925 0.2808692 0.2233516 0.4146079 0.1636264 0.05291827
178 NO_ID 30.64032458 7.278201909 0.7631443951 0.5735834794 6.480816424 0.2543457 0.07055572 0.3219151 0.3365507 0.06952269 0.2504913 0.278109 0.1733888 0.09547705 0.09228942 0.2677491 0.234835 0.2994813 0.04656307 0.1731982 0.1508705 0.3656116 0.138512 0.03353577 0.09046296 0.1386713 0.2747554 0.27472 0.3365688 0.4199419 0.3147368 0.2390026 0.1374927 0.4097771 0.1552414 0.05766603
179 NO_ID 38.70263717 7.24823902 0.4775835303 0.79224252 0.2946937276 0.2860096 0.07263681 0.3372227 0.3482119 0.07893885 0.2667762 0.3108915 0.1868087 0.1388783 0.104443 0.3054891 0.244491 0.3322982 0.05727738 0.1631949 0.1824215 0.3624694 0.146988 0.03174137 0.1040297 0.1768893 0.2746111 0.2764823 0.3342638 0.4367305 0.3154069 0.2350557 0.166753 0.4052397 0.1569876 0.05268006
180 NO_ID 13.4231315 0.4877260478 0.1409996949 0.233095234 7.492813799 0.2753948 0.06003301 0.3031828 0.3161607 0.1072524 0.2390029 0.2992158 0.151768 0.1723358 0.08210985 0.2777924 0.2518101 0.2965554 0.1309571 0.1154574 0.19651 0.318417 0.1178236 0.02448688 0.1745961 0.1978524 0.2247466 0.2320051 0.2891235 0.3895138 0.2654083 0.2107551 0.1747878 0.3665281 0.1254564 0.04429331
181 NO_ID 34.22508324 7.339078614 0.8912601638 0.7191122443 2.998591112 0.2764661 0.07378611 0.3335772 0.3458881 0.07712115 0.2630065 0.3007794 0.1835999 0.1194677 0.1004058 0.2979196 0.2434437 0.3201872 0.05233835 0.1725312 0.1780467 0.3678336 0.145888 0.03277348 0.09913018 0.1698229 0.2807011 0.2787211 0.3376719 0.4281949 0.3186705 0.2384119 0.158439 0.4100441 0.155618 0.05437661
