%eval_id interface diff gb_saturation gb_sweeping crack ath EXP_39 EXP_29 EXP_42 EXP_41 EXP_3 EXP_40 EXP_38 EXP_26 EXP_1 EXP_43 EXP_7 EXP_9 EXP_8 EXP_4 EXP_19 EXP_10 EXP_17 EXP_25 EXP_45 EXP_6 EXP_2 EXP_16 EXP_13 EXP_14 EXP_11 EXP_15 EXP_12 EXP_5 EXP_18 EXP_44 EXP_28
243 NO_ID 12.89722977 9.727918182 0.6767734506 0.6732943374 2.316335317 0.2502617 0.05331587 0.2990301 0.310364 0.06259169 0.2246823 0.2744093 0.1378291 0.08579532 0.06727277 0.2403297 0.1898936 0.2769539 0.04255723 0.1309383 0.1235337 0.3246138 0.1060318 0.01859746 0.07303613 0.1209878 0.2315722 0.2292069 0.295081 0.3900642 0.2786587 0.1892909 0.120791 0.3690079 0.115611 0.03740738
244 NO_ID 27.59450402 8.447197605 0.7921475059 0.3665686871 4.716785673 0.207504 0.05109951 0.2865259 0.3044789 0.04763881 0.2066256 0.2347624 0.1314616 0.06317436 0.06751571 0.2026317 0.1766323 0.2231276 0.03005444 0.156309 0.1001148 0.3324759 0.1053196 0.0244709 0.05242146 0.08128619 0.2368508 0.2349894 0.3175305 0.3815907 0.2887706 0.2276453 0.08547273 0.3823342 0.1422975 0.03906346
245 NO_ID 14.38143648 8.671923809 0.8107589217 0.8281907698 3.476449818 0.2739827 0.0618787 0.3130094 0.3227651 0.07420139 0.2407355 0.2988393 0.1513802 0.115681 0.07918031 0.2687939 0.2073267 0.3031391 0.05034395 0.1424492 0.1515172 0.3358563 0.1169547 0.02265714 0.09242409 0.1632036 0.2455152 0.2417143 0.3054895 0.4065891 0.2897035 0.1996945 0.1442489 0.3798003 0.1222359 0.04446829
246 NO_ID 18.35688593 7.148969865 0.8857728334 0.6491678897 3.984696584 0.2554389 0.06194226 0.3120879 0.3240644 0.06868523 0.238981 0.279834 0.1547475 0.09408272 0.07897924 0.2593915 0.2137424 0.2910528 0.04577278 0.1523218 0.1412407 0.3460114 0.1204205 0.02471698 0.08253018 0.1417676 0.2541579 0.2517406 0.3158933 0.4041739 0.2973496 0.2119618 0.1326685 0.3905403 0.1321729 0.04742668
247 NO_ID 36.35085581 3.662914745 0.9570477981 0.6168674524 9.301204003 0.2663852 0.08290093 0.3352464 0.3493949 0.07617468 0.2657359 0.2912504 0.1951102 0.1101396 0.1107695 0.2933296 0.2671711 0.3223807 0.051298 0.190927 0.1780499 0.3860663 0.1582933 0.04090931 0.1079767 0.1647005 0.2952167 0.2911277 0.3512765 0.4452565 0.329338 0.2553032 0.1533807 0.4292096 0.1686817 0.0649047
248 NO_ID 18.64400291 6.853019183 0.6659857303 0.2132891392 7.552248525 0.1474973 0.03898764 0.2043494 0.2325726 0.03092946 0.1243697 0.1833482 0.1028241 0.04121806 0.05162949 0.1404586 0.1221144 0.1478204 0.01974651 0.1273119 0.0598356 0.2607059 0.08335364 0.01999928 0.03618024 0.05150794 0.1803085 0.1754245 0.2562082 0.2828209 0.2080915 0.2054333 0.05213644 0.3015577 0.1188185 0.03140751
249 NO_ID 26.05646177 2.608890731 0.4316232191 0.5890025212 1.666744259 0.2546375 0.06203714 0.3149481 0.3273941 0.06377363 0.2404996 0.2771262 0.1674613 0.09402607 0.08973855 0.2775532 0.2477919 0.2908998 0.04419694 0.1469997 0.1492049 0.3486408 0.1293405 0.0250114 0.08720751 0.1398285 0.2546747 0.2511928 0.318085 0.4219418 0.2959269 0.2173315 0.1353623 0.3949941 0.1447012 0.04399813
250 NO_ID 1.186013854 6.075606404 0.8320546871 0.05491318679 1.086527966 0.05597314 0.005471163 0.1019717 0.1179816 0.004702738 0.0472298 0.07414179 0.02206845 0.006245208 0.004579641 0.02063963 0.01410012 0.03223034 0.00249797 0.03209415 0.006457774 0.1360123 0.0153626 0.002228882 0.004664964 0.00886973 0.06404488 0.05343302 0.1091711 0.0999876 0.08801006 0.06649274 0.006022284 0.1792959 0.01956991 0.00397323
251 NO_ID 3.956206358 2.336404245 0.3887903765 0.171638011 1.818270552 0.1485935 0.01960702 0.1975163 0.2118339 0.01619658 0.1199133 0.1728444 0.06917497 0.02195899 0.02776936 0.1046698 0.08186602 0.1288822 0.009144364 0.06116884 0.03413913 0.2200647 0.04952557 0.005932856 0.01879972 0.03287163 0.1253288 0.1216953 0.193223 0.2555932 0.1695756 0.1190013 0.02881348 0.2702552 0.06507418 0.01226841
252 NO_ID 35.84557168 5.797246041 0.9635134715 0.9733799818 3.437449936 0.3108704 0.0812496 0.3500999 0.3588089 0.09086645 0.2804796 0.3349225 0.194495 0.1681143 0.1149259 0.3224235 0.2586206 0.3487263 0.08579206 0.1773774 0.2144807 0.3725354 0.1538252 0.03620686 0.1212896 0.2181439 0.2857702 0.2851838 0.3419309 0.4544811 0.3246408 0.2432841 0.1903882 0.4153705 0.1595331 0.06120941
253 NO_ID 21.16268158 9.123814036 0.9445114878 0.003207582206 1.341705797 0.02056617 0.003191419 0.0474131 0.05779547 0.001267223 0.01613763 0.02719339 0.03024038 0.001435895 0.01227737 0.0225941 0.00705146 0.0187166 0.000949697 0.007556507 0.002180997 0.0726117 0.02277267 0.002051125 0.00183123 0.001726362 0.02606413 0.02167085 0.04527006 0.05968415 0.03135203 0.01457272 0.001511733 0.1078305 0.02750381 0.002846351
254 NO_ID 22.35055031 5.300400874 0.7400729378 0.405364353 0.1824831061 0.2103506 0.04410102 0.2823151 0.2996476 0.0466952 0.2029561 0.2369254 0.1318403 0.06203505 0.06515398 0.2059501 0.17479 0.2250519 0.0288942 0.1398494 0.09018514 0.3255166 0.1008442 0.01708691 0.04580339 0.07978507 0.226294 0.2242605 0.3045773 0.379032 0.2727257 0.2080203 0.08972258 0.3714226 0.131278 0.03052116
255 NO_ID 6.311442876 9.88914899 0.5452931051 0.04985442322 8.399062545 0.06816185 0.02004239 0.09305695 0.1234536 0.01087663 0.04430736 0.08883641 0.03936142 0.01430415 0.01837349 0.04596076 0.03589159 0.04544207 0.007477219 0.04881644 0.02135025 0.1195197 0.03507369 0.01306123 0.01462089 0.01646041 0.07302553 0.06630159 0.1112166 0.1118419 0.08277452 0.09368579 0.01332243 0.1528139 0.04366035 0.01869499
256 NO_ID 22.46583132 7.573625284 0.1905381682 0.3739271239 8.063320975 0.2061697 0.05426563 0.2850572 0.3020323 0.04914005 0.2047184 0.2326774 0.1323265 0.06665225 0.06964561 0.203927 0.1753338 0.2235173 0.03150322 0.1425064 0.1043142 0.3246514 0.1084598 0.02715312 0.05749691 0.0870102 0.2291559 0.2315322 0.3060592 0.3777053 0.2780314 0.2177258 0.08835598 0.3674431 0.1399057 0.04294223
257 NO_ID 9.541264965 6.435172708 0.9024389667 0.1889314233 5.59871936 0.1246286 0.02918299 0.1809148 0.2081413 0.02478149 0.1063202 0.1586306 0.07997403 0.03121087 0.03590583 0.1070979 0.09428257 0.1209541 0.01490536 0.1010006 0.04743488 0.2371729 0.06334239 0.01351525 0.02756847 0.04485789 0.1555833 0.1422502 0.2285637 0.2544882 0.182851 0.1756237 0.04349172 0.2802059 0.09157632 0.02287595
258 NO_ID 24.6706897 9.619542621 0.7243263164 0.4439662144 3.050177586 0.2226804 0.05965161 0.2948973 0.3123484 0.05223979 0.2190308 0.2486423 0.1374726 0.07122315 0.06828412 0.2215609 0.2003259 0.242592 0.03319853 0.1507847 0.1088488 0.3369284 0.1079039 0.02311382 0.06050965 0.09342217 0.24189 0.2439153 0.316585 0.3883597 0.2929881 0.2194793 0.09562426 0.3854781 0.1384747 0.03872458
259 NO_ID 35.90445122 0.5689402875 0.4885749385 0.1332438023 5.120517747 0.2961545 0.07393423 0.3323237 0.3476228 0.1384849 0.2793185 0.319602 0.1895494 0.2020325 0.1106255 0.3180065 0.2860031 0.3316786 0.1617762 0.149273 0.2382721 0.3560275 0.1487774 0.03158 0.2148291 0.2270526 0.2665989 0.2803286 0.3305281 0.4233816 0.3004088 0.2749228 0.2025554 0.39984 0.1594262 0.05447145
260 NO_ID 17.83067302 9.853708806 0.5722188856 0.786227321 9.06328025 0.2748924 0.07433932 0.3228124 0.3336846 0.07836247 0.2522919 0.2996264 0.168585 0.1227423 0.09182289 0.2843989 0.225252 0.3099654 0.05672007 0.1564737 0.1743304 0.3507906 0.1356173 0.0326523 0.1048723 0.1701213 0.2624831 0.2581194 0.3189149 0.4136691 0.300989 0.217802 0.1556366 0.3933583 0.1379231 0.05715828
261 NO_ID 4.923096149 5.579161207 0.4338065812 0.572172164 0.7286235458 0.2113445 0.03240733 0.2541432 0.2648336 0.04278366 0.1762134 0.2340165 0.09155263 0.05569706 0.04042198 0.164332 0.1230751 0.1992518 0.02602682 0.08976096 0.06951116 0.2698839 0.06754966 0.009755321 0.04061124 0.07184749 0.1741856 0.1703489 0.2397938 0.3326131 0.2252574 0.1381997 0.07140968 0.3189398 0.07983054 0.0216266
262 NO_ID 39.48555879 9.677868693 0.4427278381 0.1419109182 8.837371264 0.1490017 0.03791151 0.1894564 0.2252548 0.02525269 0.09909561 0.1851083 0.09012841 0.03301686 0.05004196 0.1141639 0.1022346 0.1183926 0.01651534 0.1292099 0.05099797 0.2233056 0.07829697 0.02273104 0.03217413 0.04570258 0.1611005 0.1517698 0.1850942 0.2446126 0.1822855 0.2202584 0.04151294 0.2553638 0.1219992 0.03237348
263 NO_ID 37.68322288 6.568237143 0.8880560137 0.679646569 4.996067531 0.2733715 0.07734635 0.3357313 0.3489167 0.07700617 0.265464 0.2984503 0.1895713 0.1197261 0.1045586 0.3006282 0.250562 0.3208647 0.05215392 0.1809451 0.1817667 0.3752447 0.1522761 0.03648546 0.1015674 0.1720967 0.2890823 0.2860054 0.3442472 0.4320622 0.3244081 0.2472787 0.1578034 0.4178361 0.1626222 0.0594672
264 NO_ID 18.30138134 4.0778449 0.8552962581 0.2198734465 4.272370498 0.1525368 0.03847046 0.2242074 0.2458061 0.02939698 0.143799 0.1836622 0.1171379 0.0395809 0.05741775 0.1560202 0.1415821 0.1647084 0.01831605 0.1235861 0.05718371 0.2817194 0.09022145 0.01559675 0.03330683 0.05144852 0.1872164 0.1823463 0.2663123 0.3159591 0.2177946 0.2010914 0.05023541 0.3274179 0.119459 0.02732377
265 NO_ID 31.49502068 7.005884411 0.6973180274 0.1689823171 3.809640706 0.1462577 0.03122696 0.1894224 0.2230683 0.0244108 0.1067905 0.1829817 0.1008814 0.03265632 0.05153655 0.120597 0.1080001 0.1270684 0.01506964 0.1213716 0.04803741 0.2397118 0.08015293 0.016029 0.02762262 0.04209918 0.1635646 0.1602665 0.2380337 0.263684 0.1736036 0.2103403 0.04203889 0.2798975 0.1222881 0.02421013
266 NO_ID 27.32127465 7.30186397 0.5379006108 0.07387954465 9.85779172 0.1161986 0.02949787 0.1482893 0.1854865 0.01635998 0.07268041 0.1466511 0.08332516 0.0223561 0.04502409 0.08703356 0.06706031 0.08183169 0.009718035 0.08778961 0.0374741 0.18347 0.06992619 0.01843807 0.02200586 0.02471129 0.1182294 0.1142488 0.1768972 0.1708201 0.1361758 0.1617471 0.02361858 0.2214508 0.09506483 0.02624984
267 NO_ID 7.736502612 4.404286935 0.6472572703 0.3342587971 1.770856207 0.1744653 0.03082833 0.2356338 0.2525409 0.03381248 0.1468164 0.1996728 0.09332624 0.04391263 0.04070897 0.1525816 0.1231419 0.1696607 0.01983005 0.1044494 0.05563517 0.2738494 0.06941844 0.01040145 0.03250787 0.05620007 0.1769976 0.1708365 0.2496312 0.317187 0.2169474 0.1632689 0.05549618 0.3209978 0.09282438 0.02101172
268 NO_ID 37.98205654 6.024166247 0.4419395409 0.2618006559 5.483486286 0.1804407 0.04691701 0.2501074 0.2727084 0.0378251 0.1588808 0.2144005 0.1350672 0.0514839 0.07227927 0.1813031 0.1590527 0.1850649 0.02425103 0.1517949 0.07911029 0.29893 0.109195 0.02443734 0.04353908 0.06309991 0.2130411 0.2111392 0.2937573 0.3416417 0.2604039 0.2355036 0.06612784 0.3411484 0.1485408 0.03648942
269 NO_ID 23.45837265 6.512880935 0.6607975121 0.1119320117 9.341868389 0.1247679 0.03340598 0.1689197 0.2032497 0.02091661 0.09239861 0.1592308 0.09439186 0.02627011 0.04945337 0.1006652 0.08835943 0.104693 0.013619 0.105289 0.04349303 0.2169873 0.07783975 0.01932465 0.0265919 0.03327216 0.1436628 0.136319 0.2158853 0.2286656 0.1680372 0.1878476 0.0322024 0.2571004 0.1072038 0.02838679
270 NO_ID 23.02576592 8.08229294 0.3687336732 0.160383158 4.442466422 0.1342877 0.02859607 0.176678 0.2109109 0.02316686 0.09671504 0.1700196 0.08405127 0.03045358 0.0415798 0.1062684 0.09516893 0.1145842 0.01430535 0.105649 0.04806884 0.2195202 0.06771005 0.01470212 0.02611439 0.04387552 0.1481486 0.1402465 0.2246124 0.2482218 0.1728038 0.1928846 0.04337646 0.2578591 0.1085653 0.02263814
271 NO_ID 36.98784093 0.9485113933 0.3472118008 0.2140867097 9.930355746 0.269945 0.07917864 0.3254858 0.341464 0.09020811 0.272386 0.2951396 0.1943791 0.1435915 0.1143034 0.2980355 0.2739075 0.3122559 0.09749247 0.1632567 0.2055922 0.3621904 0.1564645 0.03711931 0.1799209 0.1756713 0.2726308 0.2766085 0.3314126 0.4146772 0.3018741 0.2676189 0.1550654 0.4079428 0.1667037 0.0604274
272 NO_ID 32.84074613 9.988806538 0.210794112 0.4741231714 2.677723662 0.2328401 0.06067197 0.3048402 0.3214443 0.05529443 0.2295323 0.2582212 0.1516943 0.07598203 0.07708588 0.2377478 0.2131376 0.2572043 0.03716577 0.1509666 0.1216371 0.3438478 0.1205705 0.02664829 0.06826951 0.1022025 0.250206 0.2545717 0.3227857 0.4019844 0.2975701 0.227214 0.1105416 0.392129 0.1495109 0.04240061
273 NO_ID 5.974981319 2.741282729 0.6316506349 0.9505041967 5.243526114 0.2704456 0.05202357 0.29152 0.2983214 0.06622279 0.2138524 0.2921804 0.1227643 0.1017865 0.06249559 0.2343978 0.1798586 0.2734991 0.04418326 0.117741 0.1294975 0.3095193 0.09376571 0.01892551 0.07978173 0.1384722 0.213389 0.2040734 0.2727905 0.3781114 0.262334 0.1638759 0.1232725 0.3578527 0.09487648 0.03779105
274 NO_ID 36.80416546 5.940501115 0.5650091895 0.5460161222 2.365523217 0.2492747 0.07021882 0.3181095 0.3328108 0.06275053 0.2444462 0.2744511 0.1711815 0.088237 0.09127331 0.2616976 0.2324763 0.2922311 0.04154629 0.1657839 0.1366155 0.3607967 0.1346237 0.02969111 0.08030636 0.1256846 0.2677767 0.2697582 0.3330665 0.4193157 0.3112521 0.2365413 0.1313319 0.406047 0.1569135 0.04737882
275 NO_ID 23.92823287 0.1908875335 0.2166751499 0.6918735006 2.849416434 0.3334995 0.07229794 0.3452994 0.3593968 0.2024682 0.2991073 0.3539635 0.1801448 0.2795451 0.1018867 0.3442046 0.3127451 0.3588006 0.2501582 0.1494782 0.2764125 0.3586299 0.138326 0.02987267 0.2553216 0.2984302 0.2713568 0.3004602 0.3406324 0.4473975 0.3097606 0.2809153 0.2752361 0.4027955 0.1468036 0.05309686
276 NO_ID 26.0322283 8.159959814 0.7022661069 0.7019397005 1.045814401 0.2663741 0.06402168 0.3207941 0.3328412 0.07194189 0.2490206 0.2911837 0.1666438 0.101209 0.087162 0.2823187 0.2230598 0.3050124 0.04871282 0.1530153 0.1515849 0.3499061 0.129773 0.02572022 0.08663482 0.154105 0.2609111 0.259987 0.3213567 0.4152645 0.3023576 0.2190214 0.1454377 0.3931579 0.1413 0.04662282
277 NO_ID 28.77377804 5.179608532 0.1577633496 0.5106904636 2.484417662 0.2373499 0.05758662 0.3056464 0.3208222 0.0569189 0.2305184 0.2621756 0.1578979 0.07827061 0.08286413 0.2455228 0.2182569 0.2772173 0.03850386 0.1450716 0.1233612 0.34301 0.1231211 0.02557429 0.06944065 0.1163592 0.2477345 0.2501288 0.316851 0.4043027 0.2942453 0.2194474 0.1140787 0.3894324 0.1468458 0.04211732
278 NO_ID 37.27212317 5.874449514 0.4501636252 0.9658170405 4.616982904 0.3098243 0.08307648 0.3503848 0.3593321 0.09103494 0.2813903 0.3339892 0.1974742 0.1748392 0.1176492 0.3227136 0.258823 0.3487367 0.08693678 0.1722011 0.2151642 0.3710661 0.1572734 0.03831145 0.1235241 0.2179526 0.2843751 0.2844731 0.3406259 0.4497736 0.3229038 0.2432975 0.190255 0.4139359 0.1624825 0.06324878
279 NO_ID 15.39467769 3.774706955 0.3245924846 0.1281478532 8.527422229 0.1309874 0.03667326 0.2023572 0.2240712 0.02141223 0.1254742 0.1567005 0.1079388 0.02739774 0.05440733 0.1374874 0.1093391 0.1389339 0.01368028 0.09538654 0.04734276 0.2463696 0.08510669 0.01727805 0.02834498 0.0375414 0.1566269 0.1541914 0.2295742 0.2633328 0.1943986 0.1747528 0.03315509 0.2917456 0.1071019 0.0280146
280 NO_ID 32.13253906 1.787311683 0.3107606437 0.6284746368 1.517856002 0.2729533 0.06834128 0.3290628 0.3402623 0.07239442 0.2572655 0.2966118 0.1820627 0.1184959 0.1012179 0.2980368 0.2714186 0.3110007 0.05435079 0.1532575 0.1839838 0.3604681 0.1410239 0.02876523 0.1248223 0.1722848 0.2660891 0.2659497 0.3270734 0.4344329 0.3053013 0.2302947 0.1555707 0.4058376 0.154375 0.04897344
281 NO_ID 16.9421503 3.761642201 0.7507169975 0.8097236267 5.438395955 0.2766585 0.06892882 0.321289 0.3307412 0.07659543 0.2479495 0.3004954 0.1630754 0.1231396 0.08770534 0.2802089 0.2293364 0.3095421 0.05483319 0.1508111 0.1680446 0.3492952 0.1271195 0.02719951 0.09740719 0.1680041 0.256788 0.2524478 0.3156296 0.4230033 0.3002112 0.2105128 0.15293 0.3946499 0.1329388 0.05013638
282 NO_ID 38.53281227 4.188108008 0.8034024771 0.2282094538 8.712068817 0.1726954 0.05545699 0.2431072 0.2682121 0.03645584 0.1621025 0.2096492 0.1523311 0.05462849 0.08427857 0.1907649 0.1692278 0.1888442 0.02362955 0.1596475 0.08213536 0.3115596 0.1239231 0.02795186 0.04632661 0.06174899 0.2207893 0.216439 0.2898073 0.3148616 0.2314446 0.2425178 0.06274193 0.3542702 0.153891 0.0428384
283 NO_ID 35.28297893 6.377196282 0.240059725 0.6757917218 9.034219628 0.2727691 0.0821481 0.3358893 0.3491048 0.07857685 0.2668529 0.297895 0.1928124 0.1254229 0.1081331 0.3012868 0.2522972 0.3222531 0.05388707 0.1755202 0.1806719 0.3740667 0.1570213 0.04083452 0.1098568 0.1698698 0.2860916 0.2848727 0.3425451 0.4294005 0.3217122 0.2471018 0.1605747 0.4167884 0.1654067 0.06680398
284 NO_ID 29.72161667 8.967609244 0.6376033807 0.5288837586 9.079807958 0.247457 0.0717354 0.3189806 0.3344355 0.06592286 0.2463575 0.2712286 0.1699075 0.09292895 0.0900692 0.2616091 0.2328422 0.2937499 0.04536789 0.1752969 0.1472628 0.3653597 0.138761 0.03577924 0.08939712 0.1309128 0.2745006 0.2737887 0.3373519 0.4151798 0.3147689 0.2416568 0.1322135 0.4106252 0.1564204 0.05644003
285 NO_ID 20.72191946 0.2009116513 0.8720522464 0.3242907549 3.832398775 0.3271952 0.07108919 0.340594 0.3540988 0.1930728 0.2907806 0.3478914 0.1742013 0.2693828 0.09690089 0.3341973 0.3033995 0.3496338 0.2369531 0.158498 0.2657014 0.3624385 0.133556 0.02793389 0.2458144 0.2872742 0.2732059 0.2968765 0.3407995 0.4385644 0.3118002 0.2776305 0.2600383 0.4068309 0.141667 0.05180105
286 NO_ID 36.91203111 4.551347576 0.7608856923 0.08207002034 0.326328925 0.1212991 0.02287279 0.1710493 0.1975637 0.01087566 0.09813779 0.1535256 0.1070029 0.01784784 0.05536097 0.1048675 0.0807209 0.1031187 0.006843376 0.07819251 0.03161022 0.2142468 0.08063218 0.00738044 0.01226714 0.02140458 0.1278658 0.1298987 0.1959604 0.2303372 0.1540444 0.1613536 0.01955505 0.2591987 0.1099481 0.0131213
287 NO_ID 4.305565447 4.847915086 0.5119465992 0.2665956966 9.654750359 0.1435233 0.03612851 0.2015108 0.2207369 0.03094901 0.1254948 0.1674533 0.08207855 0.04094939 0.03846254 0.120598 0.1023037 0.1392841 0.01864239 0.09914519 0.0511015 0.2499011 0.06730487 0.01849168 0.0350298 0.04840886 0.162193 0.1470412 0.230738 0.2736908 0.1940959 0.1531532 0.04469609 0.2963554 0.08250655 0.02974323
288 NO_ID 27.70268234 7.831340617 0.8057959615 0.007888380356 6.464727677 0.04434315 0.01367889 0.07477979 0.0892595 0.005291318 0.03445826 0.05069481 0.05533349 0.005540054 0.02915397 0.04133222 0.02200671 0.03730513 0.004087029 0.02710374 0.009132792 0.1087019 0.04512151 0.009519693 0.008042687 0.006897559 0.0528608 0.04552545 0.07652025 0.0898383 0.05717882 0.04164134 0.00530498 0.145715 0.05149716 0.01305692
289 NO_ID 3.24333253 0.5526247145 0.4161658474 0.3781410888 4.000799844 0.2313108 0.03568472 0.2504794 0.2596126 0.05144719 0.1740042 0.2549562 0.09251062 0.08362165 0.04306246 0.1804955 0.1682151 0.220652 0.04470562 0.08600773 0.1014015 0.2667537 0.06920289 0.01182239 0.07820226 0.1160059 0.1707433 0.1629305 0.231171 0.325228 0.218905 0.1338179 0.08683993 0.3174642 0.0731196 0.02467386
290 NO_ID 37.81394541 3.8467305 0.5704470894 0.7334124351 5.627791423 0.2810384 0.08055201 0.340313 0.3519894 0.07990234 0.2702381 0.3057037 0.1958468 0.1372541 0.1116587 0.3163168 0.2644523 0.3315079 0.05757759 0.1772492 0.1953699 0.3771599 0.1565948 0.03814337 0.1120988 0.1709747 0.2877311 0.2861511 0.3441393 0.4361313 0.3241934 0.2465869 0.1654973 0.4207898 0.1656155 0.0612708
291 NO_ID 18.72592352 1.099343951 0.2319975238 0.300372898 6.62033561 0.2492162 0.06055873 0.2991501 0.3127462 0.06454948 0.2378364 0.2737294 0.1585867 0.1103201 0.08571069 0.2586022 0.24206 0.2849425 0.06007921 0.130974 0.1617615 0.3290422 0.1235068 0.02410117 0.1251344 0.145233 0.2339283 0.2343641 0.2974751 0.3964778 0.2735859 0.2149798 0.1195641 0.3772729 0.1362062 0.04405732
292 NO_ID 35.73195105 5.483275735 0.8706873957 0.6661474417 8.887794208 0.2729333 0.08257883 0.3375801 0.3512147 0.0786038 0.2685613 0.2980178 0.1940914 0.1251436 0.1088849 0.3025763 0.257673 0.3239412 0.05346838 0.1881957 0.1866054 0.3821821 0.1574988 0.04086475 0.1105963 0.1734718 0.2938587 0.2911415 0.3492283 0.4405256 0.3283114 0.2530857 0.1590442 0.4247151 0.1664377 0.06756929
293 NO_ID 6.834759459 5.53931678 0.7215385588 0.3996567805 4.6614824 0.1930246 0.03810272 0.2577638 0.2730706 0.04131701 0.1672886 0.2169473 0.09812906 0.05168283 0.04462549 0.1658983 0.1324334 0.1877797 0.02483208 0.1155264 0.07048505 0.2871574 0.07594589 0.01494544 0.04232093 0.06672242 0.1947688 0.1852409 0.2672435 0.3410128 0.247108 0.1686257 0.06639677 0.342482 0.0946646 0.02798814
294 NO_ID 17.1476341 0.3331431683 0.3937076886 0.5422694341 4.396885203 0.3095266 0.06609508 0.3280813 0.3404586 0.152997 0.2706474 0.3310678 0.1652708 0.2257966 0.09044246 0.3122283 0.2873921 0.3307743 0.1909242 0.1390908 0.2399395 0.3477582 0.1267908 0.02657772 0.2169154 0.248056 0.2552994 0.2695927 0.3209856 0.4245612 0.2972348 0.2433764 0.2306182 0.3928184 0.1343207 0.04809137
295 NO_ID 34.42063369 2.37677913 0.2864322853 0.03561738259 4.882435141 0.1456178 0.04258113 0.2243464 0.239649 0.01568486 0.1551477 0.1697318 0.1405965 0.03164865 0.07829009 0.1628221 0.1219273 0.1725083 0.01348847 0.07216305 0.05661043 0.2541014 0.1088433 0.01521391 0.03627734 0.0467659 0.1640672 0.1584056 0.2192901 0.2846184 0.1902073 0.1425703 0.03040459 0.300469 0.1226863 0.02833719
296 NO_ID 1.004836964 5.234046669 0.2360768288 0.1265805782 9.328837072 0.07001807 0.02218021 0.1082465 0.1251359 0.01342885 0.05790583 0.09101131 0.03892295 0.01591102 0.01966094 0.04852907 0.04062762 0.05435096 0.008821879 0.04874237 0.0244207 0.1305061 0.03531566 0.01428997 0.01721057 0.02032999 0.07792422 0.07171842 0.1205567 0.1263342 0.09709188 0.08347552 0.01583318 0.1680965 0.03999008 0.02056355
297 NO_ID 14.69521873 9.772559615 0.5275461042 0.09316511681 5.411743973 0.1017944 0.02085793 0.1338381 0.169164 0.01501602 0.06086677 0.1333568 0.05388323 0.0208168 0.02481392 0.07343777 0.05685834 0.06957781 0.009547113 0.07422296 0.03285387 0.158309 0.04498746 0.01147964 0.01756919 0.02393931 0.1015742 0.1012368 0.167134 0.1629125 0.1260165 0.147696 0.02555003 0.1920809 0.07312535 0.01756908
298 NO_ID 20.95692499 2.945694575 0.33468459 0.8632729518 3.319225036 0.2859491 0.06791656 0.3265388 0.3347651 0.07801016 0.252545 0.3083096 0.1694556 0.1368163 0.0934777 0.2955836 0.2412297 0.3184933 0.05735666 0.1407878 0.1809676 0.3452968 0.1312042 0.02713151 0.1057889 0.1828136 0.2519587 0.2514043 0.3133099 0.4231134 0.2978771 0.2094191 0.1612735 0.3913078 0.1388209 0.04919677
299 NO_ID 34.61227874 8.717005098 0.5044616005 0.2470975762 5.649264735 0.1730201 0.04364372 0.2396846 0.2633295 0.03556213 0.1470413 0.2077468 0.1133501 0.05477561 0.05993607 0.1606535 0.1435556 0.1740639 0.02310524 0.1468973 0.07249139 0.2805377 0.09373778 0.02316646 0.04143173 0.06023125 0.2016122 0.2014446 0.286432 0.3422105 0.2533184 0.2307248 0.0636645 0.3354336 0.1397099 0.03459258
300 NO_ID 32.66771943 0.1565850609 0.9830125117 0.5099045492 1.891471546 0.349234 0.07948195 0.3614518 0.3764971 0.2312462 0.3217057 0.3690857 0.1941133 0.3119776 0.11236 0.3672551 0.3340521 0.377757 0.2809373 0.1818436 0.3017449 0.3819372 0.1501199 0.03288436 0.2825896 0.3189852 0.2979637 0.3345337 0.3683003 0.4680462 0.3328708 0.3202071 0.2981802 0.4244227 0.1591772 0.0588349
